0,1,2,3,4,Labels
0.313367280254656,1,0.269240632348403,0.905187641395605,1,5
1,0,0.633730686081235,1,0.799954172878568,4
0.842655336009903,0,0.706523783925401,0,1,7
1,0,0.108297898623318,0,0.169412514429671,7
0.659535197954558,0,0.775425504917207,1,0.947860313764708,4
0,0,0.0786055533742777,0,0,2
0,1,1,0,1,8
1,0.47808421541821,0,0,0,5
0.901792513572037,1,0,0,0.806202510425974,8
0.928537621216833,0,0,0.943021727188413,1,6
0.800019698518916,0,0.740506882559209,0.413283875044929,1,7
0,1,0.529574789600537,0.128205127476309,0.446125400125796,3
0.42726007651712,0,0.212267819579184,0.22660597332164,0.853765346183701,4
1,0,0,1,0.835319514574326,6
0.220397772588928,0,0,0,1,1
1,0,0.820097039655908,0.108553407720933,1,9
0,0,1,0.0754551995995435,0.402952825322227,9
1,0,0,1,1,6
0,1,0,1,0,0
0,1,0,0,0.572166477319328,3
0,0,0.905139209401115,0,0,7
0,0.0991215927484358,0.0838154520531936,0.309598676164407,0.0896105437407608,2
0.303513720654841,0.410534069148651,0.780245329215095,0,1,8
0,1,0,0.0721627804039039,0,2
0,0,1,0.268685597262126,1,9
1,0,0.270686233257654,0.516177994900086,0.915499799198848,4
0,0,0.903913641963779,1,0.0639169260882381,4
1,0,0,1,1,6
0.860967424867199,0,0.722766815602975,1,1,4
0.950941204895537,0,1,0.303194101660303,0.228819445271908,9
0.770564632957256,0.0612508943986396,0.426391648836725,0,1,7
1,0.944727206771605,0.432562261638442,0.922578676049255,0.870813793045048,0
0,0,1,0.542830074869016,0.878233540950182,9
0,0.311173232174474,0,0.49488676847733,0,2
0.119022336014292,0,1,0,0.153296717137763,9
1,0,0,0,0,5
0.0814511491320231,0,0,0,1,1
0.938313780355202,0.388587422664812,0,0,0,5
0,0,1,0.160246138912336,1,9
0.73601017220186,0.101844281676219,0.145966296801756,0,1,1
0,0.614175997894813,0,1,0.904923325961259,2
0,1,0,0,0.154230168421252,3
0,0.0754902952891718,0,0,0.945663453297712,2
0.280604843077319,1,0.241960522324219,0,0.272314826669566,3
0.148868787189521,1,0.561138147472654,0.831949775919129,1,5
0.726698611601852,0,1,0.178322717243944,0.823080687998191,9
0,0,0.0953635512806163,0,1,1
0.899306222546327,0,0.932354078127839,0,0,7
0.407915283896033,0,0,1,0.473043333492667,6
0,0.296709996221322,0,0.122633853757245,0,2
0.250572949724923,1,1,0.0526311417517476,0.641612856901284,8
0,0,0,0.0581097795274011,0,2
0,0.167281778554091,0,0,0,2
1,0.400061324365295,0,0,0,5
0.93575772920465,0.493209341235246,0.676419066945208,1,0.205024002030223,0
1,0,1,0,0,7
0,0,0.950389493444541,1,0.592860566163054,4
1,0,0.873287137580847,0.112917351082172,0.624638795282857,9
0,0,1,0,0,7
1,0.929851798309986,0.0855813132457294,0,0.871964497997135,8
0,0.40104015857599,0.63961942656539,0.183226333067466,0.853515743138131,3
0.19329224927392,0,0.134110036938911,0.437880713075704,0.249224448751817,2
0,0,0.0952435107925184,0,1,1
1,0,0.0866500355614606,0,0.929086265683478,1
1,1,0.0865636837329383,0,0.942522255170166,8
0.129830318719633,1,0.161396375456057,0,0.209174275345323,3
0.701789828584167,0,0,0.931529341840021,1,6
1,0,0,0,1,1
0,1,0.813135991592302,1,0,0
0.474150429838678,1,0,0.116625155837467,0.360929054774178,3
0.300142816620985,0,0.0981182644660916,0,1,1
0,0.683102562452551,0.712228528369818,1,0,0
0.595236335865251,1,1,1,0.303811692740797,0
0.357896662999308,0.0780469038268377,0.075856204048944,0,1,1
0,0,0.877452448852663,0,1,7
0,0,0,0.435133864601533,0.654385620902556,2
0,0,1,0,0.19573114502816,7
0,1,0,0.202168695313782,1,3
0.156021274983535,1,1,1,0.934429002141127,0
0.224151538390662,0,0.674690896687604,1,1,4
0.498626038799935,0,0,1,0.485760446389075,6
0.545646703810729,1,0,0,0,5
0,0.804071401381584,0,0,0,2
0.869546277371316,0,0,1,0,6
0,0,0.483361989436101,1,0,4
1,0,1,0,0.0642284686030311,7
0.853167050747175,0.919689915593285,0.225074445732455,0,0.784353543927577,1
0.889231279628702,1,0.0652584377782618,0,0.695794308723126,8
0,0,1,0.129431608118155,1,9
0.84921851223517,0.0633972623063489,1,0.194566838232319,1,9
0,0.228221491788931,1,0.134475824564395,1,3
0,0.779662436198808,0.91545504112936,1,0,0
1,0,0.862952277507728,0,0.540243733453419,7
0.314512027889716,0,0,0,1,1
0.713603902711488,0.51471590730792,0.677734541816489,0.85292991399825,1,0
0,0,0,0.546307995972216,0.883700286187333,2
0.845620656376231,0.899026565298009,0.716784505826482,1,0.303801700616477,0
0,1,0,0.117685812500075,1,3
1,1,0.118521925058978,0,0,5
0.266862757185398,0,0.891843750869138,1,0.626595866480796,4
0.699554516363955,0,0,1,0.36571887507868,6
0.765432703836535,0.929334382169048,0,0,0,5
0.497818726812747,0.481365869451401,0.573025219759213,0,1,8
0.458638393560499,0,0,1,0,6
0,1,0,0.853951598048338,0.555096860385888,3
0.635523720439134,0,1,0,0.214542686944723,7
0.301174512309315,0.951173204344928,0.686280371720933,0.494701581580853,0.544551719383017,5
1,1,0.255975112736944,0,0.778207827819486,8
0,0.936723568819633,1,0.932801494634373,0,0
0.878905196856179,0,1,0.150458072327907,1,9
0,0,0.170983002276737,0,1,1
0,0.70122263275085,0.807289150864383,1,0,0
0,0.234720710691099,0.509395631873906,0.0847845225378158,0.444534462081342,3
0.397115966476584,0.0745263902252346,0.101079172923611,0,1,1
0,0.207909234442507,0,0,0,2
0,0,0,1,1,2
0,1,0.427064642123275,0.811203326845325,1,3
0.0860646364264006,1,0,0,0.831323419876913,3
0.906139874105885,0.507171055301325,0,0,1,6
0.791424917807237,0,0.781946953670743,1,0.640875720378858,4
0.911726775667928,0,1,0,1,7
0.827795018332718,0.679228526082551,0,0,0,5
0.122209477960393,0.128428950135603,0,0.718710830209959,0,0
1,0,0,1,0.221137591712326,6
0.343755112111804,0.625775903275865,0.116400849247327,0.732483759454659,0.859896079967882,2
0.79503441973166,0,1,0,0.081128045271742,7
0,0,0.595789687536823,0.503777155339695,0.547253309499825,9
1,1,0.428938020756982,0,0.593605125218795,8
0,0.79461615345789,0.652054280819905,0.158117906690571,0.905042407437727,5
0.512195889692281,0,1,0.128829194960857,1,9
0.19917259398305,0,0.288890234954104,0,0.0932904426000753,2
0.589859782233673,0,0,0,1,1
0.174247955113796,0,0,0,1,1
0.572161367443987,0,0.759787200514501,1,1,4
0.471788628279879,0,1,1,0.089958125436174,4
0.758579969851269,0.857790725982568,0,0.049169504072766,0,5
0.8757950652685,0.233052650852589,0,0.337113531586318,1,6
0.382681792815146,0,0.716183236847431,1,0.707885925076464,4
0.171291412411485,0,0,0,1,1
0,0.113352430311515,0,0.589077314939838,0.934287500677134,2
0.06284655683579,0.783197000991486,0,0.615676815835417,1,5
0,1,0,0,0.51101836334757,3
0.854682964917711,0,1,0.266992675897674,1,9
0,1,0,0.24086333844141,0.845175621042271,3
0,0,0.735540844474178,0.200178982966279,0.508062266719751,9
0.117602581269858,0.474233393525799,0.838292828472907,1,0,0
0,1,1,0.934875071818195,0.788800933479122,5
0.719287055332692,0.0616451100002341,1,0.0845541000535552,1,9
0.749531021655337,0,0,1,0.552414900902189,6
0.828344631879236,0.307328520547517,0,0.0783075736516295,0,5
0.270398206947707,0,1,0,0.823334684328421,7
0.556954809352769,0,0.682605571449716,1,0.911380686607184,4
0.424470757564606,0,0,0,1,1
0,1,0,0,1,3
0.304269554853566,0,0.468729912204249,0.350016202497266,1,4
0.523451603622594,0.400338471278963,0.468032406890384,1,0,0
0,0,0.38661686114782,1,0,4
1,1,0.0882538007444736,0,1,8
0.469913201963246,0.24126253840757,0.672886957555084,1,0,0
0.749336781150768,0,0.79257162023161,1,0.518670861726615,4
0,1,0.881971097362056,0.326466995003546,1,3
0.766346590298882,0,0,1,0.104277284690769,6
0.948251439617975,0.584259050833938,0.572749805543264,0,1,8
0.93742059898578,0,1,0,0.213226881035199,7
1,0.106603920749985,0,0.537693207970568,1,6
0.944181312946166,0.941621806847343,0.301055705699967,1,0.23386818463449,0
0,0,1,0,1,9
1,0,0.918612114846346,0,0.31899383946537,7
0,1,0.749258382609907,1,0.145383877351433,5
1,0,1,0,0.941804884140079,7
0,0,0,0.690848303139857,1,2
0.816493754544432,0,0,0,1,1
0,0,0,0,1,1
1,0,0,1,0.102258672433183,6
0.508376798501348,0.469175152153527,0.951291618418018,0,0.831756160735673,8
1,0,1,0.128462569336625,1,9
0.108953008909958,0,0.723461399552165,1,0.16489324405825,4
1,0,0,0,1,1
0,1,1,0.744715588587267,0.947505525335132,5
0,0,0,0.802572920494262,1,2
0,0,0,0,0,2
1,0,1,0.226882275198841,0.828210635427684,9
0.907275637236803,0.536478343781835,0.747379166420367,1,0.559756665973933,0
0,1,0,0.0611949268971084,1,3
0,0,0.919244649873631,0.664261939855206,0.375959231547698,9
0.736343031854341,0,0,1,0,6
0.264589162551602,0,0.682125955328453,0,0.715974693691125,7
0,0.153433311786854,0,0.667109183690352,1,2
1,1,0.790022696119104,1,0.104655860545439,0
0.232891983708458,1,0,0.0513050856066907,1,3
0.556405832641753,1,0.209910367399547,0,0,5
0.643517512511621,0,0.734511590818207,1,0.568541046275888,4
0,0.874225596710105,0.0814547179117445,0.531368015471261,1,3
1,0,0,1,0.947995225868689,6
0.310455452310612,1,0.795080212910942,0.328571030541271,1,5
0.478133230084572,1,0.853446383332088,0,0.442407058251779,8
0,0,0.640150946323239,0.865431748696257,0.887122026885366,9
0.790029677988628,0.424419321768178,0,0,0,5
0.37266413926901,0,1,1,1,4
1,0,1,0,0.0593197053622428,7
0.438395995293112,0,0.730849872226335,1,0.675714969529028,4
0,0,0,0.664579543195159,1,2
0,0,0.753606506757125,0.0972792337155976,0.767541633715569,7
0,1,0,0.0677314931836835,0.578581782307402,3
0.499128621270121,0,0.691555911926142,0.614808125043812,1,4
1,1,0.0858722847006355,0,0.863563258370817,8
0,0,1,0.782686121759976,0.800743710625008,9
1,0,0.118379337924788,0,1,1
0.329746846568066,1,0.115323078390555,0,0.77538537165293,9
0,0.202593853412729,0,0.784924118338396,1,2
0.630677866313453,0.77719963663098,0.663532654133867,0,1,8
0.746343432668406,0,0.928570326822061,0,0,7
0,0,1,0.793626716066365,1,9
1,0,0.151051653338166,0,1,1
0.265335530244294,0.940103560150733,0.937501353537472,0.529707645044364,0.622705616954915,8
1,0,0.914528098887053,0,0.800074952903119,7
0,0,1,0.317678875139515,1,4
1,0.0655942852002036,0,0,1,1
0,1,0.503191806983276,0,1,3
1,0.165120167369523,0,0,1,1
0,0,0.109808193447514,0,1,1
0.772999341411753,1,0.59431884811847,1,0,0
0,0.217549802465372,0,0,0,2
0,1,0,0,0.549873513653621,3
0.192366710884921,0,0.945885896924295,0.588232502806875,1,9
1,0,0.5984039991232,1,1,4
0.643093901555482,0,1,0.605889256588602,1,9
0,0.135185865851234,0,0.303743614383991,0.885952431085853,2
0,0,0,0,1,1
1,0,0,1,0,6
0.768683542015627,0.8500115126595,0.375508260062386,0,1,8
0.641244639704002,0,1,1,0.819401751000483,4
0.225736585190684,0,0.163877456365872,0,1,7
0.367652259854631,0,0.788851389432462,0,0,7
0.449403778619849,0,1,1,1,4
1,0,0.835205021494718,1,0.771309306583505,4
0,0,0.729687273566274,0.695499546976148,1,9
0,0,0,0.906079710452698,1,2
0.391839571031851,0.573789553096971,0.566518926563832,0.202447280490409,1,5
0.874609685649648,0,1,0,0,7
0,0.473668884407708,0,0.077298740834008,0,2
1,0,0.669029504397486,1,1,4
0,0,0.252074073107902,1,0,4
0,0,0,0.584132442443681,1,2
0,0,0.0542305835291101,0,1,1
0.897459167095286,0,1,0.365171065923139,0.612849796118664,9
0.128788308040408,0,0.597483037206269,0,0.827513436617045,7
0,0.0892810741712726,0,0.779097684390819,1,2
0,0.95232012185875,1,0.353551311338398,0.499753966596073,8
1,0,1,0,0.451690183211195,7
0.597708018066044,0,0,0.504897111327972,1,6
1,0,1,0.332925475991985,0.913241661886335,9
0,0.625563088612728,0,0.0825667044306553,0,2
0,0.1497545339761,0,0.868694592641496,1,2
0,0.935005275111253,0.826149717934848,0.2013562538458,0.818140224140813,3
1,1,0.104619619994122,0,0.417943911986029,8
0,0,0.121452912664537,0,1,1
1,0,0,1,0.154507339684946,6
0.308774992868359,1,0.22343895593087,0.266895263362443,1,5
1,0,0,0,1,1
0,0,0,0,1,1
0.945065408341481,1,0,1,0.108831762526831,0
0,0.186049422557979,0,0,0,2
0.910968289567999,0,0,0.911893124657855,1,6
0.311252709816574,0,1,1,0.553634113372634,4
0.800167989286675,1,0,0,0,5
0,0.936812810400399,0.837830102031941,0.196520881972763,0.853642549877042,8
0,1,0,0.16669892631276,0.55377485264499,3
0,0,0.110405508907898,0,1,1
0.759597263587696,1,0,0,0,5
0,0,0,0,1,1
1,0,1,0.231834926942511,0.781135098770978,9
0,0.269617662152568,0,0,0,2
1,0,0.856724072536291,0,0.259823011746607,7
0.66327792258792,0,0.844629604074195,0.287410584102689,1,4
1,0,1,0.912544978380374,0.832717308419322,4
0.709894675506966,0.102275298491937,0,0.501700551974892,1,4
1,0.938034252320698,0.100913084955134,0,0.246930367600299,8
0.553074933211006,0.0915939105648075,0.0620335671823944,0,1,1
0.853908118802634,0.0533314940762794,0,0.0499246989874533,0,5
0.926130317115652,0,0,0,0,8
0.950307960734658,0,1,0.279929681428169,0.827124521300588,9
0.623869602656815,0.852666551603918,0.298155553257906,0.190526202360892,1,5
1,0,0,1,0.683689924592509,6
0.770839878459891,0,0.82310575175063,0,1,7
1,0,1,0.214544326189043,0.835167414394272,9
0,0.0772881479627341,0.711570724091464,0.210783792751301,0.552742963258634,9
0.231950849416792,1,0,0.0602386074359693,0.41882846050226,3
0,0,1,0,0,7
0.847373117647095,0.83928721377456,0.0768792972620295,1,0.0686326787141134,0
0,0,1,0.258571340877196,1,9
0,0.72185099520366,0.638019742085271,1,0,0
0.766414974910013,0.171173352755391,0.0706539500070225,0.920434101519167,1,6
1,0,0,1,0.753454387958986,6
0,0.250884556346708,0,0.166058362259661,0.562691999963681,2
0,1,0,0,1,3
0,0,0.664774988864334,0.571335082244208,0.35383937799125,9
0,1,0.0517761777626314,1,0,0
0.118526867870812,0,1,0.0790600090166924,0.360022555532277,7
0.840769553934523,0.312759207529494,0,0,0,5
0,0,0.923580849977117,1,0.933891394221993,4
1,1,0,0,0.541286170395075,8
0,0.480090313166867,0.849945277781579,1,0,0
0.853402316818147,0,1,0.0921156908466529,1,9
0.252690911517293,0,0.759405895156702,1,1,4
1,0,0,0,1,1
0,0,0.307969179815916,0,1,2
1,1,0.30497725246357,0,0.708575662942848,8
0,0,1,0.110297077542941,0.049160475626636,7
1,0,0,0,1,1
0,0,0,0.416978486683735,0.947903542948133,2
1,0,0,1,0.36023629492582,6
0.158736501401701,0,0,0,1,1
0.852730425294565,0.467239435032787,0.490732150649133,1,0.503186159588961,0
0,0.863232892946955,0.296189246023044,1,0.736162030434068,3
0.216147299961531,1,0,1,0,0
0,0,0,0,1,1
0.924360503992571,0,0.089741274738133,0,1,1
1,0.908266691439414,0.6611065119761,0,1,8
0,0.192006722917578,0,0.79098940802939,1,2
0.137288365765724,0.519481082020777,0.861322579412609,1,0,0
0.127605084017818,1,0.871368223277522,0,0.930922933335393,3
0,0,0.652511713955863,0.784162233078299,0.839951343707516,9
0.798024135685134,0,0.812779174051091,1,0.199282645355372,4
0,0.831073340435378,0,1,0,0
1,0.30011307941,0,0,0,5
0,0.361585719559406,0.633581047947714,1,0.0501562604342512,0
1,0,0,1,0.231406050167401,6
0.660158025079245,0,0.0810083837046985,0,1,1
0.782659459862637,0,0.533585040309494,0,0,7
0,0,0.818035749923776,0,0,7
1,0.523029912335706,0.562424839690774,0.159093864605591,0.341744291961419,8
0,0,0.0923644596181871,0,1,1
1,0,0.773084508896078,0.0897356450426976,0.379852893712491,9
0,0.0668472110701273,0,0,0.510786283240874,2
0.269010190439852,1,0,1,0,0
0.429371855094428,0.912628976904175,0.219470655018406,0,0,5
1,0,0,0,1,1
0.209793959704367,0,0,0.0961422318351268,0,2
0,0.142080276352993,0,0.793699892514003,0.89047572421709,2
0.366885530880111,0,0.654568483766541,0,0.933734780850883,7
0,1,0.0482715448068874,0,0.759236002933631,3
0.701033989096424,0.947158236082669,0.868289969358812,0,0.926062282845584,5
1,0,0.633415548422627,0.874057169705462,0,4
0.53804072302842,0,0.923285004129984,0.588202104854924,1,9
0.727847032305279,0,0.359305377672315,0,0.0974493890902637,7
0,0,0,0,1,1
1,1,0.120654132503483,0,0.276071781765324,8
0,1,1,0.654556407099813,0.938310237706982,3
1,0,0.195427655564103,0.088812360571395,0.115861977199195,9
0.084054822453041,0,0,1,0,6
0.164937373222319,0.344125460866584,0,0.792017353992365,0,0
0,1,0.217898065701187,0.614194886666778,1,3
1,0,0,0,0.283012498237404,1
1,0.137204986265326,0.0876461568040492,0,1,1
0,0,0,0.9408783303084,1,2
0.174214884162227,0.465718844571813,0.768209466635959,1,0.313862781436177,6
0,1,0.14875207982944,0.916209392831143,0.476970836103098,3
0.449240022814005,1,0.139439426296796,0.7014195958918,1,5
1,0,0.127760536139143,0,0.24661912776117,7
0.793908075783658,0,0,0.799951266880392,1,6
1,1,0.354941130248575,0,1,8
0,0,0.731642674740709,0,0.593139663519159,3
1,0,0.146686478819212,0.0748804362004307,0.194935876061706,9
0.310982005209397,0.749954229383054,0.636365471976844,0.127445892383732,1,5
1,0.877497074856389,0,0,0.806316505428692,8
0,1,0.323229564487512,0.72872434573675,0.694580793136223,5
0.851415127442843,0,1,0,0,7
0.197879707297783,0,0,1,0,6
1,0,0.0541033371624146,0,0.942845548439077,1
1,0,0,0,0.928509410075728,1
1,1,0.0586463970908712,0,0.331245297386151,3
0.707149997909043,0,0,0,1,1
1,0,0.113845550437074,0,0.383322670866318,7
0.253594303823615,0.616604147195435,0.665029819080794,0,0.457731381258895,5
1,0.523677248908361,0,0,0,5
0.284601710601202,0.917272364081676,0,0.227018333198158,1,5
0,0,0,1,1,2
0,1,1,0.0508101135008226,0,5
0.892477656210271,0.942707253413651,0.500424937259079,0,0.866665826616259,8
0.246293904076554,0,0.30852730874868,0,0.28805926511576,7
0.776947755634656,1,0,1,0,0
0,0,1,0.748362656996687,0.790848994319583,9
1,0,1,0,0,7
0.587563495340233,0,0.946286259556895,0,0.114373359384507,7
1,0.181931911270619,0,0,0,5
0.0888572130794197,0.650083211312206,0.786749024448813,1,0,0
1,0,0.752003543121696,0.123412837295367,0.210749586017801,9
0,0.54332164179668,0.808876894383744,1,0,0
1,0.74924719469664,0,0.433552787421508,0.152579508516784,0
0,0.203568144609451,0.62855253148561,0.170521591165735,0.336645343932777,8
1,0,0.18567554783418,0.137997923550551,0.200919207908934,9
0,0.207229782166133,0,0,0.57460698995546,2
1,0,0.114298960817196,0.532107722770722,0,4
0.0734404089378321,0.835774288004334,1,0,0.747355659903862,8
1,0,0,0,0.284774389887554,1
0.220963257013377,0,0,1,0.409890814099523,6
1,0,0,0,0.30341579663913,1
0.372545949558439,0,0,1,0.68885673362245,6
0.952085204215391,0.644112631676493,0,0,0,5
0.71284786926954,0,0,0,1,1
0.754328474288869,0.810974471649361,0.732476586433346,0,0.382007811810443,8
0.228598792138137,0.579598707154992,0.30988417347849,0,1,3
1,0,0.79192096319565,0.877752587994998,0.200890180683335,4
0.92374198588217,0.909128332631043,0.435254637282596,0.894950721581996,0.906471730958673,0
1,1,0,0,0,5
0,1,0,0.930048463611143,0.735396597202375,5
1,0.895268069987966,0.395058111043397,0,1,8
0,0.665304852464623,0.157130284277769,0.449454581732106,1,3
0.929777730864043,0,0.0661134604539407,0.682741838643207,0.562962281990024,6
0,0.149932618432568,0,0.49221238761115,0.607285416576505,2
0,1,0,0,0.440850580119901,3
0,0,1,0.828937888813431,0.851496708406563,9
0,0.296004121977851,0,0.901545108479665,0.950984405498682,2
0.310152125983183,0.248721473763736,0,0,1,1
1,0,0,0,1,1
0,1,0.893753062149555,0.459461267054222,0.230863249980803,5
0,0.193206091998302,0,0.797988008828303,1,2
0,0,0,0,1,1
0.100005194217124,1,0,0.0715751841173853,0.505445896735997,3
0,0,0,0,0,2
1,1,0,0,0.8035013426193,8
1,0,0.601637929095497,0,1,7
0.558844795345474,1,0,0.162281664453462,0.509125423823493,3
0.0606347772624462,0,0.93459290822279,0,0.0887937016174364,7
0,0.141689290433641,0,0.872569344199975,1,2
0.27976974907527,0,1,1,0.528745649701245,4
1,0.16394946731351,0,0.888534859560997,0.291452539955867,6
0,0,1,0.403810164389885,1,9
1,0,0.672296335307041,0,0.10856946444851,7
0,0.264360887541907,0,0.123743750598087,0.637614285584757,2
1,0,0.377065775948767,0.830230044980929,0.29433687699771,4
0,0,0.113685405800856,0.140614764447848,0.113106370080258,2
1,1,0.561661342562438,0,0.725471168184749,8
0,0,0,0,1,1
1,0,0.112552461025284,0,1,1
0.346288997488946,0.662763340651935,0.238480312569165,0,1,3
1,0.846146965961148,0.0943719322660296,0,0.608270154994889,8
0,0,1,0.208708500261731,1,4
0.679727080546907,1,0,1,0,0
